Время;Давление, атм
14.03.2024 15:24:43:770;9,94
14.03.2024 15:24:43:848;9,95
14.03.2024 15:24:43:926;9,96
14.03.2024 15:24:44:004;9,96
14.03.2024 15:24:44:082;9,97
14.03.2024 15:24:44:176;9,98
14.03.2024 15:24:44:254;9,99
14.03.2024 15:24:44:333;10,01
14.03.2024 15:24:44:410;10,01
14.03.2024 15:24:44:488;10,02
14.03.2024 15:24:44:567;10,02
14.03.2024 15:24:44:645;10,04
14.03.2024 15:24:44:723;10,04
14.03.2024 15:24:44:801;10,05
14.03.2024 15:24:44:879;10,06
14.03.2024 15:24:44:973;10,07
14.03.2024 15:24:45:052;10,08
14.03.2024 15:24:45:130;10,09
14.03.2024 15:24:45:208;10,09
14.03.2024 15:24:45:286;10,1
14.03.2024 15:24:45:364;10,1
14.03.2024 15:24:45:442;10,11
14.03.2024 15:24:45:520;10,12
14.03.2024 15:24:45:598;10,13
14.03.2024 15:24:45:677;10,13
14.03.2024 15:24:45:755;10,15
14.03.2024 15:24:45:833;10,15
14.03.2024 15:24:45:911;10,16
14.03.2024 15:24:45:989;10,17
14.03.2024 15:24:46:068;10,18
14.03.2024 15:24:46:145;10,18
14.03.2024 15:24:46:224;10,19
14.03.2024 15:24:46:302;10,19
14.03.2024 15:24:46:380;10,21
14.03.2024 15:24:46:458;10,21
14.03.2024 15:24:46:536;10,21
14.03.2024 15:24:46:614;10,22
14.03.2024 15:24:46:692;10,23
14.03.2024 15:24:46:770;10,24
14.03.2024 15:24:46:849;10,25
14.03.2024 15:24:46:927;10,26
14.03.2024 15:24:47:021;10,27
14.03.2024 15:24:47:099;10,27
14.03.2024 15:24:47:177;10,28
14.03.2024 15:24:47:255;10,29
14.03.2024 15:24:47:333;10,3
14.03.2024 15:24:47:411;10,31
14.03.2024 15:24:47:489;10,33
14.03.2024 15:24:47:568;10,33
14.03.2024 15:24:47:646;10,33
14.03.2024 15:24:47:724;10,34
14.03.2024 15:24:47:802;10,34
14.03.2024 15:24:47:880;10,36
14.03.2024 15:24:47:959;10,37
14.03.2024 15:24:48:037;10,38
14.03.2024 15:24:48:115;10,39
14.03.2024 15:24:48:193;10,41
14.03.2024 15:24:48:271;10,42
14.03.2024 15:24:48:349;10,43
14.03.2024 15:24:48:427;10,44
14.03.2024 15:24:48:505;10,44
14.03.2024 15:24:48:584;10,47
14.03.2024 15:24:48:662;10,47
14.03.2024 15:24:48:740;10,49
14.03.2024 15:24:48:818;10,49
14.03.2024 15:24:48:896;10,51
14.03.2024 15:24:48:975;10,52
14.03.2024 15:24:49:053;10,52
14.03.2024 15:24:49:146;10,53
14.03.2024 15:24:49:225;10,55
14.03.2024 15:24:49:303;10,56
14.03.2024 15:24:49:396;10,57
14.03.2024 15:24:49:474;10,58
14.03.2024 15:24:49:552;10,6
14.03.2024 15:24:49:631;10,6
14.03.2024 15:24:49:709;10,61
14.03.2024 15:24:49:787;10,63
14.03.2024 15:24:49:865;10,64
14.03.2024 15:24:49:944;10,65
14.03.2024 15:24:50:022;10,66
14.03.2024 15:24:50:100;10,66
14.03.2024 15:24:50:178;10,67
14.03.2024 15:24:50:256;10,68
14.03.2024 15:24:50:334;10,69
14.03.2024 15:24:50:412;10,71
14.03.2024 15:24:50:490;10,72
14.03.2024 15:24:50:568;10,73
14.03.2024 15:24:50:647;10,74
14.03.2024 15:24:50:725;10,75
14.03.2024 15:24:50:803;10,76
14.03.2024 15:24:50:881;10,77
14.03.2024 15:24:50:960;10,79
14.03.2024 15:24:51:038;10,8
14.03.2024 15:24:51:115;10,81
14.03.2024 15:24:51:194;10,82
14.03.2024 15:24:51:272;10,82
14.03.2024 15:24:51:350;10,84
14.03.2024 15:24:51:428;10,85
14.03.2024 15:24:51:506;10,87
14.03.2024 15:24:51:585;10,87
14.03.2024 15:24:51:662;10,9
14.03.2024 15:24:51:741;10,91
14.03.2024 15:24:51:819;10,93
14.03.2024 15:24:51:897;10,94
14.03.2024 15:24:51:976;10,95
14.03.2024 15:24:52:054;10,97
14.03.2024 15:24:52:131;10,98
14.03.2024 15:24:52:210;11
14.03.2024 15:24:52:304;11
14.03.2024 15:24:52:381;11,03
14.03.2024 15:24:52:460;11,03
14.03.2024 15:24:52:538;11,05
14.03.2024 15:24:52:616;11,06
14.03.2024 15:24:52:694;11,08
14.03.2024 15:24:52:773;11,09
14.03.2024 15:24:52:851;11,11
14.03.2024 15:24:52:928;11,13
14.03.2024 15:24:53:023;11,13
14.03.2024 15:24:53:101;11,14
14.03.2024 15:24:53:179;11,16
14.03.2024 15:24:53:273;11,17
14.03.2024 15:24:53:351;11,19
14.03.2024 15:24:53:429;11,19
14.03.2024 15:24:53:507;11,21
14.03.2024 15:24:53:585;11,22
14.03.2024 15:24:53:664;11,24
14.03.2024 15:24:53:757;11,25
14.03.2024 15:24:53:835;11,26
14.03.2024 15:24:53:913;11,28
14.03.2024 15:24:53:992;11,28
14.03.2024 15:24:54:070;11,29
14.03.2024 15:24:54:148;11,31
14.03.2024 15:24:54:226;11,31
14.03.2024 15:24:54:304;11,32
14.03.2024 15:24:54:382;11,33
14.03.2024 15:24:54:460;11,35
14.03.2024 15:24:54:539;11,35
14.03.2024 15:24:54:616;11,37
14.03.2024 15:24:54:695;11,38
14.03.2024 15:24:54:773;11,38
14.03.2024 15:24:54:851;11,4
14.03.2024 15:24:54:945;11,41
14.03.2024 15:24:55:023;11,43
14.03.2024 15:24:55:101;11,43
14.03.2024 15:24:55:179;11,44
14.03.2024 15:24:55:258;11,45
14.03.2024 15:24:55:336;11,46
14.03.2024 15:24:55:414;11,47
14.03.2024 15:24:55:492;11,48
14.03.2024 15:24:55:570;11,49
14.03.2024 15:24:55:648;11,49
14.03.2024 15:24:55:726;11,51
14.03.2024 15:24:55:804;11,52
14.03.2024 15:24:55:882;11,53
14.03.2024 15:24:55:961;11,54
14.03.2024 15:24:56:039;11,55
14.03.2024 15:24:56:117;11,56
14.03.2024 15:24:56:195;11,57
14.03.2024 15:24:56:274;11,57
14.03.2024 15:24:56:367;11,59
14.03.2024 15:24:56:445;11,59
14.03.2024 15:24:56:523;11,61
14.03.2024 15:24:56:601;11,62
14.03.2024 15:24:56:680;11,62
14.03.2024 15:24:56:758;11,64
14.03.2024 15:24:56:836;11,64
14.03.2024 15:24:56:914;11,65
14.03.2024 15:24:56:992;11,66
14.03.2024 15:24:57:070;11,67
14.03.2024 15:24:57:148;11,67
14.03.2024 15:24:57:227;11,68
14.03.2024 15:24:57:305;11,69
14.03.2024 15:24:57:383;11,7
14.03.2024 15:24:57:461;11,72
14.03.2024 15:24:57:618;11,72
14.03.2024 15:24:57:696;11,73
14.03.2024 15:24:57:774;11,74
14.03.2024 15:24:57:852;11,75
14.03.2024 15:24:57:930;11,76
14.03.2024 15:24:58:009;11,77
14.03.2024 15:24:58:087;11,78
14.03.2024 15:24:58:165;11,79
14.03.2024 15:24:58:243;11,8
14.03.2024 15:24:58:321;11,81
14.03.2024 15:24:58:399;11,81
14.03.2024 15:24:58:477;11,83
14.03.2024 15:24:58:555;11,84
14.03.2024 15:24:58:633;11,85
14.03.2024 15:24:58:711;11,86
14.03.2024 15:24:58:806;11,87
14.03.2024 15:24:58:884;11,89
14.03.2024 15:24:58:977;11,89
14.03.2024 15:24:59:056;11,91
14.03.2024 15:24:59:133;11,92
14.03.2024 15:24:59:212;11,93
14.03.2024 15:24:59:290;11,94
14.03.2024 15:24:59:368;11,95
14.03.2024 15:24:59:446;11,96
14.03.2024 15:24:59:524;11,97
14.03.2024 15:24:59:602;11,99
14.03.2024 15:24:59:681;12
14.03.2024 15:24:59:759;12,01
14.03.2024 15:24:59:853;12,02
14.03.2024 15:24:59:931;12,02
14.03.2024 15:25:00:009;12,04
14.03.2024 15:25:00:087;12,04
14.03.2024 15:25:00:165;12,05
14.03.2024 15:25:00:243;12,06
14.03.2024 15:25:00:322;12,07
14.03.2024 15:25:00:399;12,07
14.03.2024 15:25:00:478;12,09
14.03.2024 15:25:00:556;12,1
14.03.2024 15:25:00:634;12,1
14.03.2024 15:25:00:712;12,12
14.03.2024 15:25:00:790;12,13
14.03.2024 15:25:00:868;12,14
14.03.2024 15:25:00:946;12,15
14.03.2024 15:25:01:025;12,16
14.03.2024 15:25:01:103;12,17
14.03.2024 15:25:01:181;12,18
14.03.2024 15:25:01:259;12,19
14.03.2024 15:25:01:368;12,21
14.03.2024 15:25:01:447;12,21
14.03.2024 15:25:01:525;12,22
14.03.2024 15:25:01:603;12,24
14.03.2024 15:25:01:681;12,25
14.03.2024 15:25:01:760;12,26
14.03.2024 15:25:01:838;12,28
14.03.2024 15:25:01:916;12,28
14.03.2024 15:25:01:994;12,3
14.03.2024 15:25:02:072;12,31
14.03.2024 15:25:02:150;12,32
14.03.2024 15:25:02:228;12,33
14.03.2024 15:25:02:322;12,35
14.03.2024 15:25:02:400;12,36
14.03.2024 15:25:02:478;12,37
14.03.2024 15:25:02:556;12,38
14.03.2024 15:25:02:634;12,4
14.03.2024 15:25:02:713;12,41
14.03.2024 15:25:02:791;12,42
14.03.2024 15:25:02:869;12,44
14.03.2024 15:25:02:947;12,45
14.03.2024 15:25:03:026;12,45
14.03.2024 15:25:03:104;12,47
14.03.2024 15:25:03:182;12,49
14.03.2024 15:25:03:260;12,5
14.03.2024 15:25:03:338;12,5
14.03.2024 15:25:03:416;12,52
14.03.2024 15:25:03:494;12,53
14.03.2024 15:25:03:572;12,55
14.03.2024 15:25:03:650;12,55
14.03.2024 15:25:03:729;12,56
14.03.2024 15:25:03:807;12,58
14.03.2024 15:25:03:885;12,58
14.03.2024 15:25:03:963;12,6
14.03.2024 15:25:04:041;12,61
14.03.2024 15:25:04:120;12,62
14.03.2024 15:25:04:197;12,63
14.03.2024 15:25:04:276;12,65
14.03.2024 15:25:04:370;12,66
14.03.2024 15:25:04:447;12,68
14.03.2024 15:25:04:526;12,68
14.03.2024 15:25:04:604;12,69
14.03.2024 15:25:04:682;12,7
14.03.2024 15:25:04:760;12,71
14.03.2024 15:25:04:839;12,73
14.03.2024 15:25:04:916;12,74
14.03.2024 15:25:04:995;12,74
14.03.2024 15:25:05:073;12,76
14.03.2024 15:25:05:151;12,76
14.03.2024 15:25:05:229;12,78
14.03.2024 15:25:05:307;12,78
14.03.2024 15:25:05:386;12,78
14.03.2024 15:25:05:463;12,8
14.03.2024 15:25:05:542;12,81
14.03.2024 15:25:05:620;12,82
14.03.2024 15:25:05:698;12,84
14.03.2024 15:25:05:776;12,84
14.03.2024 15:25:05:855;12,85
14.03.2024 15:25:05:932;12,86
14.03.2024 15:25:06:011;12,87
14.03.2024 15:25:06:089;12,88
14.03.2024 15:25:06:167;12,89
14.03.2024 15:25:06:245;12,9
14.03.2024 15:25:06:323;12,9
14.03.2024 15:25:06:401;12,92
14.03.2024 15:25:06:479;12,92
14.03.2024 15:25:06:558;12,93
14.03.2024 15:25:06:636;12,95
14.03.2024 15:25:06:714;12,95
14.03.2024 15:25:06:792;12,97
14.03.2024 15:25:06:870;12,98
14.03.2024 15:25:06:948;12,98
14.03.2024 15:25:07:027;12,99
14.03.2024 15:25:07:105;13,01
14.03.2024 15:25:07:183;13,02
14.03.2024 15:25:07:261;13,03
14.03.2024 15:25:07:339;13,04
14.03.2024 15:25:07:417;13,05
14.03.2024 15:25:07:495;13,06
14.03.2024 15:25:07:574;13,06
14.03.2024 15:25:07:652;13,07
14.03.2024 15:25:07:730;13,08
14.03.2024 15:25:07:808;13,1
14.03.2024 15:25:07:886;13,11
14.03.2024 15:25:07:964;13,11
14.03.2024 15:25:08:043;13,11
14.03.2024 15:25:08:121;13,13
14.03.2024 15:25:08:199;13,14
14.03.2024 15:25:08:277;13,14
14.03.2024 15:25:08:371;13,16
14.03.2024 15:25:08:449;13,17
14.03.2024 15:25:08:527;13,17
14.03.2024 15:25:08:605;13,19
14.03.2024 15:25:08:683;13,19
14.03.2024 15:25:08:762;13,2
14.03.2024 15:25:08:840;13,21
14.03.2024 15:25:08:918;13,22
14.03.2024 15:25:08:996;13,22
14.03.2024 15:25:09:074;13,24
14.03.2024 15:25:09:152;13,25
14.03.2024 15:25:09:231;13,26
14.03.2024 15:25:09:309;13,26
14.03.2024 15:25:09:387;13,27
14.03.2024 15:25:09:465;13,27
14.03.2024 15:25:09:543;13,28
14.03.2024 15:25:09:621;13,29
14.03.2024 15:25:09:699;13,29
14.03.2024 15:25:09:778;13,3
14.03.2024 15:25:09:856;13,31
14.03.2024 15:25:09:934;13,32
14.03.2024 15:25:10:012;13,33
14.03.2024 15:25:10:090;13,34
14.03.2024 15:25:10:168;13,34
14.03.2024 15:25:10:246;13,35
14.03.2024 15:25:10:340;13,36
14.03.2024 15:25:10:418;13,37
14.03.2024 15:25:10:496;13,37
14.03.2024 15:25:10:575;13,38
14.03.2024 15:25:10:653;13,38
14.03.2024 15:25:10:731;13,4
14.03.2024 15:25:10:809;13,4
14.03.2024 15:25:10:887;13,41
14.03.2024 15:25:10:965;13,42
14.03.2024 15:25:11:044;13,42
14.03.2024 15:25:11:122;13,43
14.03.2024 15:25:11:200;13,44
14.03.2024 15:25:11:278;13,45
14.03.2024 15:25:11:356;13,45
14.03.2024 15:25:11:434;13,45
14.03.2024 15:25:11:512;13,46
14.03.2024 15:25:11:590;13,47
14.03.2024 15:25:11:668;13,47
14.03.2024 15:25:11:747;13,48
14.03.2024 15:25:11:825;13,49
14.03.2024 15:25:11:903;13,5
14.03.2024 15:25:11:981;13,5
14.03.2024 15:25:12:060;13,5
14.03.2024 15:25:12:138;13,52
14.03.2024 15:25:12:294;13,52
14.03.2024 15:25:12:372;13,53
14.03.2024 15:25:12:450;13,54
14.03.2024 15:25:12:528;13,55
14.03.2024 15:25:12:606;13,55
14.03.2024 15:25:12:684;13,56
14.03.2024 15:25:12:762;13,56
14.03.2024 15:25:12:841;13,58
14.03.2024 15:25:12:919;13,58
14.03.2024 15:25:12:997;13,58
14.03.2024 15:25:13:075;13,59
14.03.2024 15:25:13:154;13,6
14.03.2024 15:25:13:232;13,6
14.03.2024 15:25:13:310;13,61
14.03.2024 15:25:13:388;13,61
14.03.2024 15:25:13:466;13,62
14.03.2024 15:25:13:544;13,62
14.03.2024 15:25:13:700;13,62
14.03.2024 15:25:13:779;13,63
14.03.2024 15:25:13:873;13,64
14.03.2024 15:25:13:951;13,65
14.03.2024 15:25:14:029;13,66
14.03.2024 15:25:14:107;13,66
14.03.2024 15:25:14:185;13,67
14.03.2024 15:25:14:263;13,67
14.03.2024 15:25:14:341;13,67
14.03.2024 15:25:14:419;13,68
14.03.2024 15:25:14:497;13,68
14.03.2024 15:25:14:576;13,69
14.03.2024 15:25:14:654;13,7
14.03.2024 15:25:14:888;13,7
14.03.2024 15:25:14:967;13,7
14.03.2024 15:25:15:045;13,71
14.03.2024 15:25:15:123;13,72
14.03.2024 15:25:15:279;13,72
14.03.2024 15:25:15:357;13,73
14.03.2024 15:25:15:435;13,74
14.03.2024 15:25:15:513;13,74
14.03.2024 15:25:15:591;13,75
14.03.2024 15:25:15:670;13,75
14.03.2024 15:25:15:748;13,75
14.03.2024 15:25:15:826;13,75
14.03.2024 15:25:15:904;13,76
14.03.2024 15:25:15:982;13,77
14.03.2024 15:25:16:139;13,77
14.03.2024 15:25:16:217;13,78
14.03.2024 15:25:16:295;13,78
14.03.2024 15:25:16:373;13,78
14.03.2024 15:25:16:451;13,79
14.03.2024 15:25:16:529;13,79
14.03.2024 15:25:16:607;13,8
14.03.2024 15:25:16:686;13,8
14.03.2024 15:25:16:764;13,8
14.03.2024 15:25:16:842;13,8
14.03.2024 15:25:16:920;13,81
14.03.2024 15:25:17:077;13,81
14.03.2024 15:25:17:154;13,82
14.03.2024 15:25:17:233;13,82
14.03.2024 15:25:17:311;13,83
14.03.2024 15:25:17:467;13,83
14.03.2024 15:25:17:545;13,83
14.03.2024 15:25:17:623;13,84
14.03.2024 15:25:17:701;13,85
14.03.2024 15:25:17:780;13,85
14.03.2024 15:25:17:858;13,85
14.03.2024 15:25:17:936;13,85
14.03.2024 15:25:18:014;13,86
14.03.2024 15:25:18:092;13,85
14.03.2024 15:25:18:170;13,86
14.03.2024 15:25:18:248;13,87
14.03.2024 15:25:18:327;13,86
14.03.2024 15:25:18:405;13,87
14.03.2024 15:25:18:483;13,88
14.03.2024 15:25:18:639;13,88
14.03.2024 15:25:18:718;13,88
14.03.2024 15:25:18:796;13,89
14.03.2024 15:25:18:874;13,89
14.03.2024 15:25:18:952;13,9
14.03.2024 15:25:19:030;13,9
14.03.2024 15:25:19:108;13,9
14.03.2024 15:25:19:264;13,9
14.03.2024 15:25:19:343;13,9
14.03.2024 15:25:19:421;13,91
14.03.2024 15:25:19:499;13,91
14.03.2024 15:25:19:577;13,91
14.03.2024 15:25:19:656;13,92
14.03.2024 15:25:19:734;13,92
14.03.2024 15:25:19:812;13,93
14.03.2024 15:25:19:890;13,92
14.03.2024 15:25:19:968;13,93
14.03.2024 15:25:20:046;13,93
14.03.2024 15:25:20:124;13,93
14.03.2024 15:25:20:281;13,93
14.03.2024 15:25:20:359;13,93
14.03.2024 15:25:20:437;13,94
14.03.2024 15:25:20:593;13,94
14.03.2024 15:25:20:671;13,94
14.03.2024 15:25:20:749;13,95
14.03.2024 15:25:20:827;13,95
14.03.2024 15:25:20:906;13,96
14.03.2024 15:25:21:218;13,96
14.03.2024 15:25:21:296;13,96
14.03.2024 15:25:21:531;13,96
14.03.2024 15:25:21:609;13,97
14.03.2024 15:25:21:687;13,97
14.03.2024 15:25:21:765;13,98
14.03.2024 15:25:21:844;13,98
14.03.2024 15:25:21:937;13,98
14.03.2024 15:25:22:094;13,98
14.03.2024 15:25:22:172;13,99
14.03.2024 15:25:22:250;13,99
14.03.2024 15:25:22:328;13,98
14.03.2024 15:25:22:406;13,99
14.03.2024 15:25:22:640;13,99
14.03.2024 15:25:22:719;14
14.03.2024 15:25:22:875;14
14.03.2024 15:25:22:953;14,01
14.03.2024 15:25:23:110;14,01
14.03.2024 15:25:23:188;14,01
14.03.2024 15:25:23:266;14,01
14.03.2024 15:25:23:344;14,01
14.03.2024 15:25:23:438;14,01
14.03.2024 15:25:23:516;14,01
14.03.2024 15:25:23:594;14,01
14.03.2024 15:25:23:672;14,01
14.03.2024 15:25:23:750;14,02
14.03.2024 15:25:23:907;14,02
14.03.2024 15:25:23:985;14,03
14.03.2024 15:25:24:063;14,02
14.03.2024 15:25:24:141;14,03
14.03.2024 15:25:24:219;14,03
14.03.2024 15:25:24:298;14,02
14.03.2024 15:25:24:376;14,03
14.03.2024 15:25:24:610;14,03
14.03.2024 15:25:24:688;14,04
14.03.2024 15:25:24:766;14,04
14.03.2024 15:25:24:845;14,04
14.03.2024 15:25:24:923;14,04
14.03.2024 15:25:25:157;14,04
14.03.2024 15:25:25:235;14,05
14.03.2024 15:25:25:329;14,06
14.03.2024 15:25:25:407;14,06
14.03.2024 15:25:25:485;14,06
14.03.2024 15:25:25:563;14,07
14.03.2024 15:25:25:641;14,07
14.03.2024 15:25:25:798;14,07
14.03.2024 15:25:25:876;14,08
14.03.2024 15:25:26:032;14,08
14.03.2024 15:25:26:111;14,09
14.03.2024 15:25:26:189;14,09
14.03.2024 15:25:26:267;14,09
14.03.2024 15:25:26:345;14,09
14.03.2024 15:25:26:423;14,1
14.03.2024 15:25:26:501;14,1
14.03.2024 15:25:26:579;14,1
14.03.2024 15:25:26:657;14,11
14.03.2024 15:25:26:814;14,11
14.03.2024 15:25:26:892;14,12
14.03.2024 15:25:26:970;14,12
14.03.2024 15:25:27:048;14,12
14.03.2024 15:25:27:219;14,14
14.03.2024 15:25:27:297;14,13
14.03.2024 15:25:27:375;14,14
14.03.2024 15:25:27:453;14,14
14.03.2024 15:25:27:531;14,14
14.03.2024 15:25:27:609;14,14
14.03.2024 15:25:27:688;14,15
14.03.2024 15:25:27:844;14,15
14.03.2024 15:25:27:922;14,16
14.03.2024 15:25:28:000;14,17
14.03.2024 15:25:28:079;14,17
14.03.2024 15:25:28:157;14,18
14.03.2024 15:25:28:235;14,18
14.03.2024 15:25:28:313;14,18
14.03.2024 15:25:28:391;14,19
14.03.2024 15:25:28:469;14,2
14.03.2024 15:25:28:547;14,2
14.03.2024 15:25:28:626;14,21
14.03.2024 15:25:28:703;14,21
14.03.2024 15:25:28:782;14,22
14.03.2024 15:25:28:860;14,23
14.03.2024 15:25:28:938;14,23
14.03.2024 15:25:29:016;14,23
14.03.2024 15:25:29:095;14,23
14.03.2024 15:25:29:173;14,25
14.03.2024 15:25:29:251;14,25
14.03.2024 15:25:29:329;14,26
14.03.2024 15:25:29:407;14,26
14.03.2024 15:25:29:485;14,28
14.03.2024 15:25:29:563;14,28
14.03.2024 15:25:29:641;14,29
14.03.2024 15:25:29:719;14,3
14.03.2024 15:25:29:798;14,31
14.03.2024 15:25:29:876;14,31
14.03.2024 15:25:29:954;14,33
14.03.2024 15:25:30:032;14,34
14.03.2024 15:25:30:110;14,34
14.03.2024 15:25:30:189;14,36
14.03.2024 15:25:30:266;14,38
14.03.2024 15:25:30:345;14,4
14.03.2024 15:25:30:423;14,41
14.03.2024 15:25:30:501;14,44
14.03.2024 15:25:30:579;14,45
14.03.2024 15:25:30:657;14,46
14.03.2024 15:25:30:735;14,47
14.03.2024 15:25:30:813;14,49
14.03.2024 15:25:30:892;14,5
14.03.2024 15:25:30:970;14,53
14.03.2024 15:25:31:048;14,54
14.03.2024 15:25:31:126;14,56
14.03.2024 15:25:31:205;14,57
14.03.2024 15:25:31:282;14,59
14.03.2024 15:25:31:361;14,6
14.03.2024 15:25:31:439;14,62
14.03.2024 15:25:31:517;14,63
14.03.2024 15:25:31:595;14,65
14.03.2024 15:25:31:673;14,66
14.03.2024 15:25:31:752;14,69
14.03.2024 15:25:31:830;14,7
14.03.2024 15:25:31:908;14,71
14.03.2024 15:25:31:986;14,73
14.03.2024 15:25:32:064;14,74
14.03.2024 15:25:32:142;14,76
14.03.2024 15:25:32:220;14,78
14.03.2024 15:25:32:299;14,79
14.03.2024 15:25:32:377;14,81
14.03.2024 15:25:32:455;14,82
14.03.2024 15:25:32:533;14,84
14.03.2024 15:25:32:611;14,85
14.03.2024 15:25:32:689;14,87
14.03.2024 15:25:32:767;14,88
14.03.2024 15:25:32:845;14,9
14.03.2024 15:25:32:924;14,92
14.03.2024 15:25:33:002;14,92
14.03.2024 15:25:33:158;14,95
14.03.2024 15:25:33:236;14,97
14.03.2024 15:25:33:315;14,98
14.03.2024 15:25:33:408;15
14.03.2024 15:25:33:486;15,01
14.03.2024 15:25:33:564;15,02
14.03.2024 15:25:33:642;15,03
14.03.2024 15:25:33:721;15,05
14.03.2024 15:25:33:799;15,06
14.03.2024 15:25:33:877;15,08
14.03.2024 15:25:33:971;15,1
14.03.2024 15:25:34:049;15,11
14.03.2024 15:25:34:127;15,13
14.03.2024 15:25:34:205;15,14
14.03.2024 15:25:34:284;15,15
14.03.2024 15:25:34:362;15,16
14.03.2024 15:25:34:440;15,18
14.03.2024 15:25:34:518;15,19
14.03.2024 15:25:34:596;15,2
14.03.2024 15:25:34:674;15,21
14.03.2024 15:25:34:752;15,23
14.03.2024 15:25:34:830;15,24
14.03.2024 15:25:34:909;15,26
14.03.2024 15:25:34:987;15,26
14.03.2024 15:25:35:065;15,28
14.03.2024 15:25:35:143;15,29
14.03.2024 15:25:35:221;15,3
14.03.2024 15:25:35:299;15,32
14.03.2024 15:25:35:377;15,33
14.03.2024 15:25:35:455;15,34
14.03.2024 15:25:35:534;15,35
14.03.2024 15:25:35:612;15,37
14.03.2024 15:25:35:690;15,38
14.03.2024 15:25:35:769;15,39
14.03.2024 15:25:35:846;15,4
14.03.2024 15:25:35:924;15,42
14.03.2024 15:25:36:003;15,43
14.03.2024 15:25:36:081;15,43
14.03.2024 15:25:36:159;15,45
14.03.2024 15:25:36:237;15,46
14.03.2024 15:25:36:315;15,48
14.03.2024 15:25:36:394;15,48
14.03.2024 15:25:36:472;15,5
14.03.2024 15:25:36:550;15,51
14.03.2024 15:25:36:628;15,52
14.03.2024 15:25:36:706;15,53
14.03.2024 15:25:36:785;15,54
14.03.2024 15:25:36:878;15,56
14.03.2024 15:25:36:956;15,57
14.03.2024 15:25:37:034;15,59
14.03.2024 15:25:37:112;15,59
14.03.2024 15:25:37:190;15,61
14.03.2024 15:25:37:269;15,61
14.03.2024 15:25:37:347;15,63
14.03.2024 15:25:37:425;15,64
14.03.2024 15:25:37:503;15,66
14.03.2024 15:25:37:581;15,66
14.03.2024 15:25:37:659;15,67
14.03.2024 15:25:37:737;15,69
14.03.2024 15:25:37:816;15,69
14.03.2024 15:25:37:894;15,71
14.03.2024 15:25:37:972;15,72
14.03.2024 15:25:38:051;15,74
14.03.2024 15:25:38:160;15,74
14.03.2024 15:25:38:238;15,76
14.03.2024 15:25:38:316;15,76
14.03.2024 15:25:38:394;15,77
14.03.2024 15:25:38:472;15,78
14.03.2024 15:25:38:550;15,79
14.03.2024 15:25:38:628;15,81
14.03.2024 15:25:38:706;15,82
14.03.2024 15:25:38:785;15,83
14.03.2024 15:25:38:863;15,84
14.03.2024 15:25:38:941;15,84
14.03.2024 15:25:39:019;15,85
14.03.2024 15:25:39:098;15,86
14.03.2024 15:25:39:176;15,86
14.03.2024 15:25:39:254;15,89
14.03.2024 15:25:39:332;15,9
14.03.2024 15:25:39:410;15,9
14.03.2024 15:25:39:488;15,91
14.03.2024 15:25:39:566;15,91
14.03.2024 15:25:39:644;15,93
14.03.2024 15:25:39:722;15,94
14.03.2024 15:25:39:801;15,94
14.03.2024 15:25:39:879;15,95
14.03.2024 15:25:39:957;15,96
14.03.2024 15:25:40:035;15,97
14.03.2024 15:25:40:113;15,98
14.03.2024 15:25:40:191;15,99
14.03.2024 15:25:40:270;15,99
14.03.2024 15:25:40:348;16,01
14.03.2024 15:25:40:426;16,01
14.03.2024 15:25:40:504;16,02
14.03.2024 15:25:40:582;16,03
14.03.2024 15:25:40:660;16,04
14.03.2024 15:25:40:738;16,04
14.03.2024 15:25:40:816;16,06
14.03.2024 15:25:40:895;16,06
14.03.2024 15:25:40:973;16,07
14.03.2024 15:25:41:051;16,07
14.03.2024 15:25:41:129;16,09
14.03.2024 15:25:41:207;16,09
14.03.2024 15:25:41:285;16,1
14.03.2024 15:25:41:379;16,11
14.03.2024 15:25:41:457;16,12
14.03.2024 15:25:41:535;16,12
14.03.2024 15:25:41:614;16,13
14.03.2024 15:25:41:692;16,14
14.03.2024 15:25:41:770;16,14
14.03.2024 15:25:41:848;16,15
14.03.2024 15:25:41:927;16,16
14.03.2024 15:25:42:005;16,17
14.03.2024 15:25:42:161;16,17
14.03.2024 15:25:42:239;16,19
14.03.2024 15:25:42:317;16,2
14.03.2024 15:25:42:395;16,2
14.03.2024 15:25:42:473;16,21
14.03.2024 15:25:42:552;16,22
14.03.2024 15:25:42:630;16,22
14.03.2024 15:25:42:708;16,23
14.03.2024 15:25:42:786;16,23
14.03.2024 15:25:42:864;16,25
14.03.2024 15:25:42:958;16,25
14.03.2024 15:25:43:036;16,26
14.03.2024 15:25:43:130;16,26
14.03.2024 15:25:43:208;16,27
14.03.2024 15:25:43:286;16,27
14.03.2024 15:25:43:364;16,28
14.03.2024 15:25:43:442;16,29
14.03.2024 15:25:43:520;16,3
14.03.2024 15:25:43:599;16,3
14.03.2024 15:25:43:677;16,31
14.03.2024 15:25:43:755;16,31
14.03.2024 15:25:43:833;16,31
14.03.2024 15:25:43:911;16,32
14.03.2024 15:25:43:990;16,33
14.03.2024 15:25:44:068;16,33
14.03.2024 15:25:44:146;16,33
14.03.2024 15:25:44:224;16,34
14.03.2024 15:25:44:302;16,35
14.03.2024 15:25:44:380;16,36
14.03.2024 15:25:44:458;16,36
